Sales,Profit,Shipping Cost,Category,Ship Mode,City-States,Order Priority
14.28,6.54,0.99,10,4,1796,1
28.56,13.08,1.34,10,4,985,1
4.284,-3.456,0.75,10,3,3450,1
8.568,-6.912,3.39,10,1,2622,3
28.56,13.08,2.27,10,4,1068,1
18.12,3.6,0.85,12,4,70,1
74.784,-24.336,13.85,10,3,2443,2
14.022,-10.758,0.9,10,4,2622,1
93.48,43.92,14.29,10,3,753,1
46.74,21.96,3.2,10,4,674,1
63.0,6.84,3.98,10,4,1086,1
15.75,1.71,1.4,10,4,1096,1
31.5,3.42,6.11,10,3,449,2
12.6,-15.48,5.15,10,2,458,3
15.75,1.71,3.25,10,2,1087,2
15.75,1.71,0.67,10,2,1041,1
50.52,14.64,8.48,10,3,176,2
101.04,29.28,4.03,10,4,3507,1
202.08,58.56,30.21,10,4,86,2
202.08,58.56,23.88,10,2,2396,1
23.52,0.45,4.0,10,1,2074,2
23.52,0.45,3.65,10,4,3531,2
94.08,1.8,16.16,10,4,505,2
23.52,0.45,1.5,10,4,352,2
37.632,-54.648,2.92,10,4,1830,1
207.12,76.56,52.61,10,3,353,3
207.12,76.56,7.32,10,4,1055,1
103.56,38.28,6.62,10,4,1853,1
103.56,38.28,15.83,10,2,535,1
51.78,19.14,4.86,10,2,1766,1
52.86,4.74,9.36,10,1,2205,2
26.43,2.37,1.6,10,4,3542,1
10.572,-13.488,1.11,10,2,458,2
105.72,9.48,29.27,10,2,535,3
10.572,-13.488,0.34,10,3,2804,2
18.39,0.9,1.65,12,4,937,1
23.73,10.65,1.28,12,4,176,4
74.16,20.7,5.65,10,4,196,1
12.36,3.45,1.04,10,2,500,1
12.36,3.45,0.58,10,2,176,2
12.36,3.45,1.23,10,2,2643,1
12.36,3.45,1.3,10,4,467,2
12.36,3.45,1.85,10,4,658,4
12.36,3.45,1.3,10,3,1337,1
16.98,6.45,1.75,12,4,1517,2
17.76,-16.08,0.87,10,4,3574,1
44.4,10.56,3.35,10,4,5,1
4.44,-4.02,0.55,10,2,2665,1
96.66,3.84,20.87,12,2,528,2
48.33,1.92,4.88,12,4,2281,1
23.25,4.41,5.29,10,3,1299,1
93.0,17.64,5.91,10,4,75,1
23.25,4.41,1.71,10,4,3662,1
6.975,-11.865,0.77,10,4,2303,1
93.0,17.64,0.17,10,4,1324,1
374.4,48.6,14.59,12,4,793,1
45.75,21.03,5.0,10,2,882,1
45.75,21.03,5.37,10,3,175,2
183.0,84.12,11.66,10,4,175,1
24.51,9.78,1.55,10,4,130,1
24.51,9.78,4.39,10,2,1485,2
98.04,39.12,18.49,10,3,75,3
49.02,19.56,2.24,10,3,1853,2
19.608,-9.852,0.85,10,4,1776,1
14.706,-14.754,3.73,10,2,3060,3
14.706,-14.754,0.85,10,4,1069,1
54.576,-121.944,5.05,10,4,2347,1
90.96,2.7,8.76,10,4,535,1
27.288,-60.972,1.54,10,4,3610,1
36.384,-51.876,2.14,10,2,458,1
90.96,2.7,9.09,10,3,1641,1
18.93,6.81,1.0,10,4,2515,1
151.44,54.48,12.35,10,4,268,1
75.72,27.24,19.51,10,3,305,3
18.93,6.81,1.74,10,3,2026,2
37.86,13.62,6.86,10,4,463,2
75.72,27.24,4.09,10,4,1545,1
291.96,137.16,29.01,10,4,763,1
97.32,45.72,6.22,10,2,976,2
97.32,45.72,9.84,10,4,1947,2
486.6,228.6,23.21,10,4,86,1
48.66,22.86,1.19,10,4,1508,1
48.66,22.86,3.81,10,4,2722,1
62.46,25.56,14.3,12,2,885,3
12.492,-5.958,2.23,12,2,458,2
6.756,-3.234,0.33,12,4,1830,1
29.82,8.94,3.56,12,3,1327,2
119.28,35.76,11.71,12,2,1042,1
34.02,14.28,2.83,10,1,793,2
17.01,7.14,0.41,10,3,793,3
17.01,7.14,4.17,10,2,528,3
20.88,-17.76,1.36,10,2,458,1
20.88,-17.76,2.41,10,3,2372,1
52.2,13.56,4.69,10,4,162,1
26.1,6.78,3.35,10,2,372,2
26.1,6.78,3.75,10,4,2817,4
15.66,-22.98,0.63,10,4,2564,1
7.83,-11.49,0.61,10,4,2597,1
52.2,13.56,3.84,10,4,352,1
52.2,13.56,4.44,10,3,162,2
41.76,-35.52,1.04,10,2,2084,1
54.18,27.06,3.47,10,4,500,1
162.54,81.18,34.36,10,3,409,2
27.09,13.53,2.03,10,4,1379,4
54.18,27.06,6.1,10,2,1369,1
325.08,162.36,40.63,10,4,1517,2
10.836,-2.724,1.26,10,2,458,1
27.09,13.53,3.62,10,2,463,1
2.07,-2.37,0.19,11,4,1490,1
27.6,9.84,3.24,11,3,59,1
6.9,2.46,0.43,11,4,176,1
6.9,2.46,0.57,11,4,3743,1
5.52,-3.36,0.3,11,4,458,1
2.07,-2.37,0.23,11,4,2996,2
41.4,14.76,2.82,11,4,1361,1
59.04,9.9,5.39,13,4,2577,1
9.84,1.65,1.5,13,4,985,2
19.68,3.3,1.53,13,4,176,1
9.84,1.65,0.2,13,4,658,1
19.68,3.3,1.25,13,4,130,1
48.0,22.08,2.65,13,4,3103,1
103.104,-136.656,6.4,13,4,3386,1
38.664,-81.216,1.82,13,4,787,1
795.6,222.72,56.09,13,4,1054,1
795.6,222.72,98.75,13,2,1010,1
2784.6,779.52,422.25,13,3,156,3
198.9,55.68,74.97,13,2,500,3
198.9,55.68,37.6,13,4,2317,2
21.54,0.0,2.2,13,4,1534,2
3.231,-7.539,0.24,13,4,1605,4
21.54,0.0,0.98,13,4,528,1
4.032,-7.128,0.12,11,4,2347,1
35.94,8.22,3.98,13,4,1534,2
17.52,5.43,0.4,13,4,804,1
21.024,-27.336,3.17,13,2,2303,2
5.256,-6.834,0.36,13,4,787,1
17.52,5.43,1.32,13,4,1508,1
17.52,5.43,1.54,13,4,1096,1
17.52,5.43,2.01,13,2,500,1
11.43,2.73,1.38,11,2,1404,1
11.43,2.73,1.1,11,4,744,1
47.55,6.18,3.29,13,4,2156,1
95.1,12.36,21.6,13,3,1337,2
24.0,0.96,1.89,11,4,352,1
72.0,2.88,8.25,11,2,3241,1
11.25,0.9,0.95,13,4,2262,1
4.5,-5.85,0.71,13,3,2352,2
3.375,-6.975,0.26,13,4,2501,1
45.0,3.6,4.95,13,2,176,2
22.5,1.8,1.38,13,4,2754,1
3.375,-6.975,0.09,13,2,3538,1
22.5,1.8,5.82,13,3,1337,3
48.93,14.67,1.54,13,4,3675,1
97.86,29.34,13.49,13,2,985,1
19.572,-14.688,0.92,13,4,2397,1
18.54,8.52,1.86,11,1,1989,1
129.78,59.64,12.92,11,4,2817,1
7.416,-2.604,1.91,11,1,1932,2
49.41,11.85,3.09,13,2,3570,1
49.41,11.85,2.77,13,4,1181,1
3.483,-7.317,0.39,11,3,2737,3
9.288,-12.312,0.81,11,4,2523,1
10.32,3.18,0.74,11,2,1634,2
17.49,2.07,1.35,13,4,3379,1
6.996,-8.424,1.27,13,4,2897,2
17.49,2.07,4.41,13,2,1634,2
69.96,8.28,3.49,13,4,1096,1
17.49,2.07,1.69,13,2,463,2
69.96,8.28,0.33,13,3,2517,1
34.8,15.96,2.68,11,4,1346,1
8.7,3.99,0.95,11,3,2511,3
97.02,31.02,8.39,13,2,793,1
14.553,-18.447,1.2,13,4,787,1
19.404,-13.596,2.64,13,2,458,2
2.688,-2.352,0.23,11,2,3700,1
198.45,89.28,15.37,13,2,1139,1
198.45,89.28,5.96,13,4,1346,1
158.76,-59.58,21.06,13,1,2135,1
317.52,-119.16,24.71,13,4,2084,1
79.38,-29.79,1.68,13,4,210,1
198.45,89.28,27.99,13,2,86,2
96.96,12.6,16.76,13,4,2931,2
48.48,6.3,1.0,13,4,3716,1
48.48,6.3,3.48,13,2,1068,2
38.784,-45.576,12.71,13,1,689,3
10.92,1.2,1.61,11,4,462,4
97.92,32.28,5.68,13,4,1814,1
48.96,16.14,4.8,13,4,1400,2
39.168,-26.472,6.87,13,3,2848,1
48.96,16.14,6.87,13,2,3362,3
12.96,-19.08,0.78,13,4,459,1
197.49,17.76,35.8,13,4,2124,2
394.98,35.52,20.69,13,4,2124,2
3.6,-4.14,0.42,11,4,458,2
9.0,1.26,0.5,11,4,1736,1
256.86,2.52,47.26,13,4,176,2
51.372,-75.798,5.21,13,4,1830,1
128.43,1.26,11.88,13,4,1541,1
102.744,-151.596,4.88,13,4,3356,1
513.72,5.04,73.74,13,4,1631,2
38.529,-88.641,2.44,13,4,3610,1
128.43,1.26,12.26,13,4,3110,4
462.348,-46.332,71.97,13,4,1657,2
128.43,1.26,15.87,13,2,1520,1
10.296,-4.644,3.21,11,1,2084,3
16.56,0.99,0.77,13,3,176,2
33.12,1.98,2.46,13,4,2712,1
66.24,3.96,9.12,13,3,1322,2
48.96,22.02,9.03,13,3,743,3
48.96,22.02,6.81,13,2,630,3
48.96,22.02,3.62,13,4,75,1
10.89,4.23,0.54,11,4,213,1
127.47,1.26,15.08,13,4,315,2
127.47,1.26,11.42,13,4,664,1
254.94,2.52,8.94,13,2,1534,1
50.988,-75.222,6.87,13,2,1816,1
127.47,1.26,15.77,13,4,1845,2
509.88,5.04,41.89,13,4,1161,1
509.88,5.04,86.12,13,3,1467,3
6.66,-14.22,0.84,11,2,1081,2
66.6,3.96,7.87,11,2,462,1
8.4,0.06,2.29,11,3,1902,2
8.4,0.06,0.7,11,4,196,1
16.8,0.12,2.09,11,4,500,4
396.84,67.44,106.47,13,3,1216,2
119.052,-45.648,19.13,13,4,1316,2
396.84,67.44,35.72,13,4,2359,1
793.68,134.88,72.22,13,2,885,1
396.84,67.44,49.51,13,4,1428,2
59.526,-105.174,5.57,13,4,787,4
256.8,71.88,30.97,13,4,2357,2
38.52,-53.94,5.04,13,4,787,2
9.51,0.66,0.56,11,4,2643,1
9.51,0.66,0.88,11,4,1882,1
4.8,1.44,0.35,11,2,1389,1
9.6,2.88,0.67,11,4,922,1
19.2,5.76,1.08,11,3,804,1
35.52,0.24,3.32,11,2,674,1
330.84,102.42,45.74,13,4,1034,2
247.212,109.872,18.73,13,3,101,1
341.977,135.967,86.41,13,2,132,3
686.7,343.35,67.9,13,2,478,1
105.72,27.72,8.5,13,3,4,1
79.29,32.49,18.51,13,3,1201,2
290.73,119.13,12.71,13,4,1573,1
158.58,64.98,9.62,13,4,2410,1
71.361,-8.53,8.53,13,4,1795,2
23.787,8.187,2.14,13,4,3629,2
15.858,0.258,0.77,13,4,308,1
763.44,45.8064,50.46,13,2,27,1
82.84,21.52,11.716,13,1,3134,3
49.704,-11.616,3.632,13,4,182,1
165.68,43.04,14.696,13,3,1590,3
82.84,21.52,9.874,13,2,241,1
63.2,1.2,5.246,13,4,631,1
592.74,160.04,37.69,13,2,341,2
484.65,92.0835,38.31,13,4,2294,2
323.1,61.389,18.13,13,4,27,1
646.2,-8.0775,99.18,13,4,20,2
323.1,61.389,29.34,13,4,48,2
323.1,61.389,26.7,13,4,161,1
584.82,70.1784,177.4,13,2,717,2
336.0,23.52,18.06,13,4,2730,1
288.0,-40.8,40.8,13,4,2240,2
26.4,-18.24,1.62,13,4,655,1
119.52,-14.4,44.61,13,3,133,3
119.52,-14.4,11.82,13,2,391,1
255.744,17.004,13.38,13,4,2495,1
426.24,68.13,77.77,13,4,196,2
852.48,136.26,42.21,13,4,196,1
248.022,8.262,35.68,13,1,1664,2
248.022,8.262,7.36,13,4,78,1
248.022,-111.618,42.42,13,2,1232,2
895.05,39.75,98.28,13,3,87,2
397.8,55.68,81.69,13,4,1409,2
639.45,19.05,87.0,13,3,236,2
55.5,9.99,1.82,13,2,3128,1
88.8,-2.22,3.85,13,4,944,1
249.75,44.955,52.56,13,4,27,2
204.876,70.476,16.9,13,4,2928,1
512.19,209.79,36.17,13,2,1552,1
338.688,109.008,65.37,13,3,1763,1
56.448,-0.972,7.05,13,4,477,2
56.448,-0.972,18.53,13,3,2134,3
169.344,-7.3,7.3,13,4,1498,1
296.352,95.382,23.5,13,4,193,1
150.528,35.688,20.32,13,4,4,2
56.448,-0.972,4.22,13,4,1342,1
1247.64,349.339,60.32,13,2,1,1
9.72,1.71,2.23,13,1,129,3
38.88,6.84,3.13,13,4,452,1
75.39,21.0,2.7,13,4,1345,1
32.31,9.0,0.76,13,4,616,1
21.54,6.0,1.01,13,4,2237,1
21.54,6.0,1.83,13,2,1961,1
43.146,9.066,2.08,13,2,276,2
21.573,4.533,2.61,13,4,31,2
119.85,34.65,17.25,13,2,517,1
561.087,211.887,71.25,13,4,129,2
561.087,211.887,39.13,13,4,1024,1
374.058,141.258,44.59,13,2,382,1
374.058,141.258,12.43,13,4,78,1
207.81,-24.99,24.65,13,4,2651,1
623.43,41.43,60.29,13,4,308,1
16.384,-1.856,0.939,13,4,29,1
32.768,-3.712,3.055,13,4,2731,2
32.768,-3.712,0.704,13,4,1640,1
108.48,45.54,11.28,13,4,3145,1
108.48,45.54,35.01,13,1,1034,3
64.2,6.36,7.41,13,4,3333,4
43.335,-0.045,4.47,13,4,1652,1
28.89,-1.93,1.93,13,4,575,4
28.89,-14.49,3.03,13,3,308,1
48.15,4.77,4.91,13,4,2499,2
8.025,-6.435,0.78,13,4,1984,1
12.624,-2.5248,0.97,13,4,1659,4
49.68,6.93,5.81,13,3,269,2
123.703,-4.5468,15.55,13,2,701,2
41.2344,-3.37,3.37,13,4,36,1
49.68,6.93,5.31,13,2,849,1
60.48,16.29,6.17,13,4,977,1
54.432,10.242,2.69,13,4,413,1
100.8,27.15,3.73,13,4,383,1
40.29,10.4754,3.39,13,1,959,1
10.744,0.8058,0.76,13,4,776,1
53.72,13.9672,6.31,13,3,102,1
43.2,-4.32,3.84,13,4,413,1
86.4,-56.16,13.5,13,4,222,2
71.376,-4.461,8.0,13,4,72,4
29.74,4.461,8.14,13,3,161,1
46.65,14.85,14.99,13,1,2992,2
16.794,4.074,3.62,13,1,648,2
25.191,6.111,2.41,13,2,1142,1
46.65,14.85,4.38,13,4,473,1
126.96,34.26,4.08,13,4,531,1
685.584,129.384,26.9,13,4,1304,1
634.8,171.3,197.68,13,3,167,2
62.28,21.72,5.1,13,2,1159,1
40.74,0.4074,7.81,13,2,1,3
54.32,0.5432,3.88,13,4,27,1
40.74,0.4074,4.55,13,2,48,1
205.6,22.6,17.098,13,4,204,1
164.48,18.08,16.045,13,4,125,1
359.64,31.95,12.89,13,4,1476,1
599.4,-54.5,54.5,13,4,78,1
133.2,-85.26,15.12,13,4,761,2
719.28,-130.64,130.64,13,2,389,3
159.84,-58.62,61.23,13,2,519,3
846.6,50.76,156.514,13,2,208,2
423.3,25.38,53.153,13,4,435,4
18.432,-6.488,2.592,13,4,2646,2
46.08,8.7,6.341,13,3,89,2
46.08,8.7,2.466,13,4,1483,1
55.616,5.5616,1.16,13,4,786,1
87.7476,6.2676,9.27,13,4,135,4
79.29,18.18,4.6,13,4,1758,1
155.4,-31.2,1.19,13,2,2250,1
167.832,55.872,14.31,13,4,1702,2
391.608,130.368,38.8,13,2,2278,1
335.664,111.744,37.3,13,2,860,2
49.728,-24.912,4.66,13,4,273,1
44.58,15.6,2.607,13,4,209,1
14.86,5.2,2.581,13,2,3602,2
549.24,76.8,32.349,13,4,92,1
549.24,76.8,71.056,13,2,191,2
20.376,-7.824,1.44,13,4,1194,1
423.28,110.053,44.72,13,2,2152,1
61.568,-4.45,4.45,13,4,20,1
115.44,30.0144,37.95,13,3,2308,2
269.36,70.0336,23.68,13,4,48,1
184.704,13.8528,31.06,13,2,2480,2
96.768,5.328,15.4,13,3,355,3
674.69,219.41,66.13,13,3,844,2
812.88,357.6,26.69,13,1,1918,1
182.898,69.078,18.31,13,2,31,2
1077.07,-61.134,57.08,13,3,110,1
22.0,2.4,6.835,13,3,219,3
13.2,-6.4,1.418,13,2,2000,3
115.74,24.3,5.736,13,4,3020,1
192.9,-4.577,4.577,13,1,1020,1
38.58,8.1,5.712,13,2,241,2
281.424,-35.178,5.28,13,1,124,1
191.88,19.188,12.28,13,2,1710,2
51.168,-6.396,8.31,13,4,879,2
191.88,19.188,18.42,13,4,1,1
208.332,32.292,19.04,13,4,1878,1
173.61,41.58,11.27,13,4,565,1
156.249,24.219,23.37,13,2,193,1
264.32,19.824,19.39,13,4,1423,1
330.4,85.904,34.62,13,2,27,2
264.32,19.824,26.08,13,3,786,2
173.8,43.45,7.87,13,4,1308,1
69.52,17.38,9.55,13,3,158,1
18.16,1.816,2.51,13,3,124,1
34.05,9.534,4.8,13,2,161,2
34.05,9.534,2.72,13,4,206,1
18.16,1.816,1.1,13,4,786,1
14.9,1.043,1.09,13,4,158,1
20.86,1.4602,1.22,13,4,2005,1
255.744,-5.736,52.5,13,3,65,2
128.37,55.17,0.2,13,1,196,1
154.044,7.644,11.98,13,4,1297,1
256.74,110.34,19.43,13,4,2832,1
693.198,253.998,43.29,13,4,545,1
111.888,-2.532,15.6,13,2,139,2
124.32,-104.52,18.94,13,4,805,4
83.7,3.348,11.1,13,4,48,4
83.92,-13.637,6.16,13,4,72,1
38.76,-12.6,6.1,13,3,95,1
160.956,-96.624,25.038,13,3,182,2
230.202,5.082,32.56,13,2,1925,1
115.101,2.541,5.87,13,4,78,1
805.707,17.787,96.19,13,4,575,4
31.4,7.85,3.81,13,3,1120,1
37.68,-5.4,5.4,13,4,1133,2
62.8,15.7,11.68,13,1,161,2
67.78,16.945,4.24,13,2,161,2
169.45,42.3625,6.61,13,4,1432,1
387.72,-67.851,21.68,13,4,140,1
563.4,67.608,57.61,13,4,992,1
632.07,-158.13,62.99,13,3,1807,1
379.242,63.162,34.06,13,2,652,1
210.69,-11.03,11.03,13,4,1890,1
1327.35,221.067,171.99,13,2,745,1
252.828,-63.252,33.46,13,4,1194,2
758.484,126.324,48.27,13,4,2079,2
189.621,31.581,20.96,13,4,1024,2
281.34,104.04,38.06,13,4,60,2
422.01,156.06,47.71,13,4,2090,1
703.35,260.1,288.75,13,3,54,3
281.34,104.04,18.15,13,2,236,1
396.333,-68.35,68.35,13,3,152,2
88.074,19.554,4.88,13,4,1142,1
31.536,-41.064,3.185,13,4,2823,2
35.24,8.08,2.977,13,4,362,1
64.784,-12.9568,11.58,13,3,72,1
64.784,-12.9568,6.57,13,4,1143,1
242.94,9.7176,39.81,13,4,161,2
327.312,5.352,75.15,13,1,198,3
216.844,-40.3,40.3,13,2,110,2
55.92,6.291,4.39,13,4,704,4
60.416,6.0416,5.93,13,4,124,2
226.56,63.4368,9.08,13,4,161,2
116.64,17.46,9.78,13,4,2,1
180.7,16.2,20.626,13,2,1250,1
494.424,-54.936,42.46,13,4,1461,1
549.36,0.0,52.04,13,2,364,2
206.01,-206.01,18.2,13,4,1176,1
274.68,-274.68,35.46,13,4,2361,2
576.828,-384.552,32.41,13,4,477,1
73.44,-7.38,1.43,13,4,3262,1
88.128,-4.53,4.53,13,4,2543,1
48.96,-4.92,0.23,13,3,205,1
87.08,24.3824,4.86,13,4,1094,1
9.952,0.9952,1.49,13,2,2249,2
39.808,-3.5,3.5,13,4,704,1
221.16,57.5016,7.53,13,4,2886,1
79.9,31.9,4.511,13,4,1576,2
79.9,31.9,16.608,13,3,1020,2
83.952,-11.328,6.12,13,4,671,1
67.15,16.7875,7.77,13,2,40,2
394.98,15.78,60.27,13,3,362,2
131.66,5.26,7.951,13,4,2585,1
394.98,15.78,38.23,13,2,2295,2
394.98,15.78,127.294,13,3,1040,3
26.64,-2.8,2.8,13,4,114,2
221.112,74.562,34.81,13,4,617,2
372.96,167.79,59.24,13,4,1880,4
54.5,14.17,3.16,13,4,3563,1
228.528,-35.44,35.44,13,4,2362,2
799.848,-71.232,106.98,13,4,1065,2
253.92,5.04,9.75,13,2,321,1
342.792,-30.528,37.56,13,4,2319,2
457.056,-40.704,35.62,13,2,1826,1
81.96,0.0,4.93,13,4,48,1
46.344,-8.31,8.31,13,1,124,2
61.792,6.1792,7.19,13,2,124,1
270.34,75.6952,29.13,13,2,27,1
77.24,7.724,1.15,13,2,72,1
38.62,10.8136,5.18,13,4,1663,4
19.68,9.63,3.25,13,4,218,2
88.56,38.31,1.8,13,4,6,1
49.0032,18.8532,2.57,13,3,133,1
229.446,-9.56,9.56,13,4,3223,2
191.205,-187.425,20.94,13,4,1035,1
76.482,-49.728,10.18,13,2,3188,2
71.28,31.68,7.15,13,2,2790,1
47.52,21.12,4.27,13,2,688,1
105.6,0.0,32.36,13,2,2436,3
126.72,-8.53,8.53,13,4,4,1
95.04,42.24,18.9,13,3,2047,3
79.2,39.6,5.21,13,1,1403,2
39.6,0.0,3.01,13,4,772,2
263.92,5.24,16.439,13,4,197,1
131.96,2.62,10.482,13,4,1230,1
263.92,5.24,13.56,13,4,2379,1
344.91,10.3473,18.21,13,4,246,1
554.16,-124.74,85.442,13,3,29,1
332.496,-210.624,61.009,13,2,1318,2
249.372,-157.968,66.161,13,3,1267,2
554.16,11.04,17.891,13,4,219,1
692.7,13.8,83.304,13,3,699,1
415.62,8.28,70.132,13,3,332,2
325.44,123.66,23.42,13,4,1877,1
97.632,30.372,11.54,13,4,1024,1
108.48,41.22,7.94,13,4,2203,1
97.632,30.372,28.52,13,2,2047,3
108.48,41.22,21.06,13,1,2241,2
146.448,45.558,9.13,13,4,3236,1
142.976,48.2058,17.46,13,3,133,1
114.84,51.66,14.47,13,4,2537,2
238.293,80.343,55.57,13,3,112,2
52.096,3.9072,8.42,13,3,1522,1
81.4,21.164,4.43,13,2,238,1
65.12,16.9312,9.01,13,2,1,1
32.56,8.4656,1.88,13,4,2195,1
79.4,5.955,9.65,13,4,1532,2
261.468,49.248,29.47,13,4,64,2
87.156,16.416,3.63,13,4,2199,1
242.1,65.25,20.76,13,2,22,1
193.68,52.2,10.93,13,4,1031,1
48.42,-22.32,16.6,13,3,1035,3
58.68,-14.7,2.325,13,2,1318,1
97.8,24.42,9.798,13,4,191,4
65.2,16.28,8.013,13,4,362,4
22.04,10.32,1.694,13,4,191,1
77.14,36.12,11.879,13,2,1020,2
44.08,14.78,15.376,13,3,596,3
22.04,10.32,1.423,13,4,1420,2
102.696,-154.044,10.035,13,4,1079,1
20.25,-0.45,1.49,13,4,1024,1
30.375,-0.675,2.49,13,4,129,1
11.25,0.9,1.18,13,4,818,4
20.25,-0.45,7.66,13,3,589,3
501.81,0.0,55.62,13,3,40,1
1003.62,0.0,121.83,13,4,48,4
501.81,0.0,59.63,13,2,1871,2
152.442,5.022,8.69,13,2,87,1
254.07,8.37,11.21,13,4,1862,2
33.876,-15.264,5.38,13,3,198,3
140.585,-6.8346,12.16,13,4,112,1
443.92,-94.333,54.44,13,4,1133,2
998.82,29.9646,76.28,13,4,514,1
33.12,1.98,1.76,13,2,684,2
16.56,0.99,1.32,13,4,983,1
104.328,-4.662,10.64,13,2,575,1
112.92,12.42,8.078,13,4,340,1
151.056,7.5528,36.79,13,3,124,2
26.19,-24.66,2.67,13,2,1885,1
31.428,-2.472,1.41,13,4,2526,1
31.428,-2.472,3.22,13,4,3560,1
78.57,-6.18,25.56,13,3,2625,2
15.714,-1.236,1.03,13,2,2150,1
20.952,-12.948,1.66,13,4,407,1
248.64,84.48,20.69,13,4,49,4
248.64,-79.68,23.62,13,4,2086,1
154.778,31.6584,11.1,13,4,844,1
17.712,1.332,1.82,13,1,3002,2
88.938,13.818,6.45,13,4,3153,1
59.292,-15.828,5.5,13,2,920,1
177.876,27.636,17.4,13,4,545,2
222.345,34.545,32.21,13,3,2440,2
88.938,-4.39,4.39,13,3,91,1
46.6875,17.8875,5.14,13,2,391,3
96.9,0.0,5.83,13,4,1155,1
145.35,0.0,13.12,13,4,1653,2
53.5,20.3,4.089,13,2,3503,1
96.3,36.54,0.684,13,4,2282,1
19.26,-0.66,0.639,13,2,825,1
21.4,8.12,2.335,13,4,533,2
107.44,10.744,5.26,13,4,786,1
258.39,114.84,15.79,13,4,2079,1
137.808,22.968,11.68,13,2,3137,1
68.904,11.484,5.69,13,4,308,4
155.034,68.904,25.05,13,4,64,2
137.808,22.968,5.82,13,4,3416,1
51.678,22.968,2.09,13,4,1852,1
104.696,6.5435,6.02,13,2,776,1
33.82,9.1314,3.43,13,2,1,1
67.64,5.9185,6.96,13,3,817,2
30.84,8.3268,2.39,13,4,306,1
46.26,12.4902,4.2,13,4,867,1
92.52,24.9804,12.55,13,4,48,2
61.68,5.397,15.53,13,3,709,2
16.768,1.4672,0.99,13,4,1818,1
31.44,8.4888,4.69,13,4,161,4
16.768,1.4672,1.92,13,4,134,2
31.44,8.4888,1.41,13,1,48,2
73.36,19.8072,7.66,13,4,243,2
87.504,6.504,15.909,13,1,29,3
93.06,26.0568,6.35,13,4,27,2
49.632,4.9632,7.75,13,1,247,2
77.55,21.714,4.27,13,2,841,1
46.53,13.0284,2.83,13,4,48,1
77.55,21.714,11.58,13,4,862,4
188.84,41.52,16.687,13,3,1421,2
154.953,58.473,14.51,13,4,3,1
395.88,71.22,61.97,13,2,283,2
1603.31,142.344,113.3,13,4,3,1
1187.64,213.66,127.81,13,4,1037,2
53.568,0.588,7.07,13,2,1350,2
29.76,-0.89,0.89,13,2,761,1
14.88,-11.61,2.59,13,3,642,2
53.568,0.588,9.46,13,2,1462,3
119.04,7.08,7.53,13,4,3324,1
49.104,-34.866,18.11,13,3,80,3
24.7008,-3.2892,1.6,13,4,394,2
53.568,-2.412,3.46,13,4,685,1
80.352,-3.618,4.87,13,4,6,1
354.9,17.745,74.5,13,1,1050,2
113.568,-21.294,16.21,13,4,437,4
354.9,17.745,48.88,13,4,27,2
121.5,19.44,10.804,13,4,858,1
121.5,19.44,17.016,13,2,197,2
206.604,-120.636,52.344,13,3,766,2
36.828,-53.442,4.85,13,3,916,2
36.828,-53.442,2.41,13,4,916,1
505.656,-202.344,27.76,13,3,212,2
46.26,12.0276,5.17,13,4,2330,4
243.92,-54.882,13.31,13,4,1398,1
146.352,-32.9292,13.28,13,3,3070,1
195.136,-43.9056,9.32,13,4,20,1
20.412,2.352,1.31,13,4,1342,1
61.236,7.056,3.59,13,3,970,1
51.03,23.94,2.98,13,4,2690,1
129.12,43.52,18.654,13,3,596,2
77.472,8.992,10.057,13,4,182,2
44.064,11.244,2.81,13,4,3587,1
195.84,-21.53,21.53,13,4,811,2
88.128,22.488,9.7,13,4,648,1
73.44,-25.02,13.74,13,3,1944,2
132.192,33.732,2.38,13,2,64,1
85.224,7.4571,8.76,13,1,3252,2
177.55,47.9385,20.63,13,4,55,2
362.232,-4.068,24.43,13,4,2657,1
268.32,24.12,34.96,13,4,600,2
120.744,-1.356,3.52,13,2,129,1
603.72,-6.78,57.93,13,4,1907,1
535.41,160.623,54.57,13,4,1960,2
720.76,54.057,55.4,13,3,786,1
1261.33,327.946,506.49,13,3,27,3
5.98,1.0166,0.24,13,4,27,1
29.9,5.083,2.37,13,4,151,1
17.94,3.0498,1.54,13,4,1,2
17.94,3.0498,0.53,13,4,1,1
129.3,6.465,6.57,13,1,161,1
129.3,6.465,8.19,13,4,3287,1
193.95,9.6975,12.65,13,4,161,1
459.95,18.398,49.75,13,4,1,2
147.184,-29.4368,8.76,13,4,859,1
120.33,31.2858,11.79,13,2,1,1
481.32,125.143,70.3,13,4,514,2
577.584,43.3188,66.02,13,4,72,2
32.346,12.906,11.86,13,1,880,3
53.91,24.75,12.35,13,1,1495,2
1527.12,474.96,209.96,13,1,577,2
1145.34,356.22,57.48,13,4,1797,1
190.89,59.37,14.03,13,4,1015,1
509.04,114.48,67.6,13,2,4,2
845.019,84.399,30.16,13,4,2503,1
241.434,24.114,47.1,13,4,64,2
321.912,-112.728,21.79,13,4,1232,1
362.151,36.171,101.24,13,2,1287,3
34.92,1.02,1.19,13,4,2342,1
87.3,2.55,6.98,13,4,2937,1
109.998,-8.652,10.17,13,4,1406,1
159.41,-27.0402,9.54,13,4,132,1
81.2,12.18,9.1,13,2,11,1
